ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,sex_dm1,sex_dm2,marriage_dm1,marriage_dm2,all_delays_sum,all_bills_sum,all_payments_sum,bill_payment_ratio
12279,20000.0,1,2,1,47,0,0,2,2,2,2,7384.0,9356.0,9400.0,10085.0,9785.0,10481.0,2108.0,352.0,837.0,0.0,855.0,0.0,1,0,1,0,8,56491.0,4152.0,13.605732177263969
2811,20000.0,2,1,1,45,0,0,0,0,2,0,14296.0,15321.0,16333.0,17434.0,17013.0,17500.0,1262.0,1274.0,1375.0,0.0,771.0,805.0,0,1,1,0,2,97897.0,5487.0,17.84162566065245
9785,80000.0,2,0,2,24,0,0,0,0,0,0,31815.0,30672.0,33185.0,28600.0,29101.0,28939.0,4038.0,3199.0,914.0,850.0,2055.0,8318.0,0,1,0,1,0,182312.0,19374.0,9.410137297408898
24959,80000.0,1,1,2,48,0,0,0,0,0,0,74349.0,75524.0,77448.0,48108.0,39104.0,39526.0,3400.0,4000.0,2000.0,2000.0,1423.0,2200.0,1,0,0,1,0,354059.0,15023.0,23.567796046062703
26072,230000.0,2,0,2,33,1,2,-1,0,-1,0,4213.0,1922.0,5346.0,6971.0,10707.0,15392.0,0.0,5500.0,4000.0,11000.0,5000.0,5000.0,0,1,0,1,1,44551.0,30500.0,1.460688524590164
4251,360000.0,1,0,1,44,-1,-1,-1,-1,-1,-1,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,1,0,1,0,-6,990.0,990.0,1.0
22582,240000.0,2,0,2,37,-2,-2,-2,-2,-2,-2,660.0,31187.0,1280.0,7623.0,0.0,11353.0,31187.0,1280.0,7643.0,0.0,11353.0,2576.0,0,1,0,1,-12,52103.0,54039.0,0.9641740224652565
13179,210000.0,1,0,2,32,-1,2,2,-1,-1,-1,2869.0,2639.0,0.0,6299.0,0.0,197.0,0.0,0.0,6299.0,0.0,197.0,0.0,1,0,0,1,0,12004.0,6496.0,1.8479064039408868
236,80000.0,1,0,2,35,-1,-1,-1,-1,-1,-1,7988.0,3977.0,6848.0,1719.0,1378.0,19942.0,3983.0,6853.0,1719.0,1378.0,19942.0,2418.0,1,0,0,1,-6,41852.0,36293.0,1.153170032788692
7596,50000.0,1,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,-9,0.0,0.0,10.054345
10786,220000.0,2,0,1,39,0,-1,-1,0,0,-1,6589.0,2901.0,10836.0,26227.0,18590.0,785.0,2901.0,10836.0,18590.0,0.0,785.0,8700.0,0,1,1,0,-3,65928.0,41812.0,1.5767722185018656
24008,230000.0,1,1,2,27,0,0,0,0,0,0,34592.0,23689.0,27652.0,8430.0,9811.0,9865.0,1816.0,5105.0,1293.0,2000.0,528.0,3000.0,1,0,0,1,0,114039.0,13742.0,8.298573715616358
3525,60000.0,1,1,1,39,0,0,0,0,0,0,54282.0,49541.0,46074.0,39917.0,39382.0,39799.0,2128.0,1608.0,1391.0,1410.0,1580.0,1548.0,1,0,1,0,0,268995.0,9665.0,27.831867563372995
13849,290000.0,2,1,1,45,2,2,-2,-2,-2,-2,95.0,-6.0,-6.0,1217.0,1055.0,176.0,6.0,0.0,1223.0,1276.0,0.0,1190.0,0,1,1,0,-4,2531.0,3695.0,0.684979702300406
27272,500000.0,1,0,2,39,-1,-1,-1,-1,-1,0,22204.0,83528.0,-24702.0,23804.0,92715.0,6655.0,83643.0,472.0,113935.0,108041.0,33.0,3984.0,1,0,0,1,-5,204204.0,310108.0,0.6584931701213771
10172,70000.0,2,1,2,40,0,0,0,0,0,0,65059.0,65204.0,55018.0,27430.0,25498.0,27678.0,3141.0,7000.0,5505.0,3000.0,4000.0,5000.0,0,1,0,1,0,265887.0,27646.0,9.617557693698908
20270,150000.0,2,1,1,52,0,0,2,0,0,0,85404.0,91457.0,89151.0,90071.0,92565.0,98291.0,8400.0,0.0,3300.0,4000.0,7400.0,0.0,0,1,1,0,2,546939.0,23100.0,23.677012987012986
21566,50000.0,2,2,2,23,0,0,0,0,0,0,32644.0,34096.0,34941.0,34243.0,28014.0,28528.0,2000.0,1700.0,1502.0,1000.0,1200.0,1200.0,0,1,0,1,0,192466.0,8602.0,22.37456405487096
12478,400000.0,2,0,1,38,-1,-1,-1,-1,-1,-1,16195.0,10713.0,11340.0,10390.0,620.0,10390.0,10713.0,11340.0,10390.0,620.0,10390.0,727.0,0,1,1,0,-6,59648.0,44180.0,1.3501131733816207
20739,30000.0,1,1,2,30,1,3,2,2,3,2,25907.0,25209.0,24524.0,29397.0,28628.0,32009.0,0.0,0.0,5621.0,0.0,4000.0,1500.0,1,0,0,1,13,165674.0,11121.0,14.89740131283158
25286,140000.0,2,1,2,26,2,2,2,2,2,2,118425.0,120970.0,123141.0,124622.0,125865.0,128479.0,6000.0,5600.0,5000.0,4800.0,4800.0,4700.0,0,1,0,1,12,741502.0,30900.0,23.9968284789644
7621,200000.0,1,1,1,39,1,-2,-2,-2,-1,2,-390.0,-390.0,-390.0,-391.0,710.0,321.0,0.0,0.0,0.0,1101.0,1.0,13988.0,1,0,1,0,-4,-530.0,15090.0,-0.03512259774685222
6140,280000.0,1,0,2,33,0,0,0,0,0,0,275487.0,207378.0,107293.0,6283.0,5783.0,5283.0,8879.0,4743.0,1640.0,0.0,0.0,0.0,1,0,0,1,0,607507.0,15262.0,39.80520246363517
13271,180000.0,2,1,1,35,0,0,-2,-2,-2,-2,43068.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,314.0,0,1,1,0,-8,44648.0,1894.0,23.57338965153115
8428,150000.0,2,0,2,32,0,0,0,0,0,0,116908.0,107164.0,110884.0,111706.0,113942.0,116626.0,4000.0,5500.0,4145.0,4186.0,4630.0,4000.0,0,1,0,1,0,677230.0,26461.0,25.593514984316542
4649,230000.0,2,0,2,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,-9,0.0,0.0,10.054345
14517,80000.0,1,1,1,43,0,0,0,0,0,0,43749.0,46330.0,43134.0,38010.0,38510.0,38427.0,3356.0,3204.0,2017.0,3515.0,2506.0,2015.0,1,0,1,0,0,248160.0,16613.0,14.937699392042376
22273,180000.0,2,1,1,28,0,0,0,0,0,0,54972.0,42329.0,42071.0,39649.0,39221.0,40731.0,2000.0,2002.0,2000.0,2000.0,2000.0,2000.0,0,1,1,0,0,258973.0,12002.0,21.577487085485753
28826,280000.0,2,1,1,41,1,-1,-1,-1,-1,-2,268.0,509.0,0.0,121.0,0.0,0.0,509.0,0.0,121.0,0.0,0.0,0.0,0,1,1,0,-5,898.0,630.0,1.4253968253968254
2581,360000.0,2,1,2,31,0,0,-2,-2,-2,-2,17582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,-8,17582.0,0.0,62043.133333
5802,240000.0,2,0,2,29,-1,0,0,0,0,0,30380.0,15579.0,20496.0,15296.0,24332.0,23896.0,10023.0,10000.0,5000.0,15000.0,15000.0,5000.0,0,1,0,1,-1,129979.0,60023.0,2.1654865634839977
29905,60000.0,1,2,2,30,0,0,0,0,0,0,54952.0,56021.0,54126.0,58732.0,59306.0,59728.0,2600.0,4553.0,5800.0,2000.0,1000.0,1462.0,1,0,0,1,0,342865.0,17415.0,19.687912718920472
16398,20000.0,2,2,1,42,0,0,0,0,0,0,18650.0,15456.0,16504.0,17496.0,18219.0,18783.0,1300.0,1300.0,1280.0,1000.0,1000.0,1107.0,0,1,1,0,0,105108.0,6987.0,15.043366251610133
22655,150000.0,2,0,1,36,-2,-2,-2,-2,-2,-2,32440.0,13447.0,17877.0,25172.0,4694.0,6292.0,13447.0,17914.0,25349.0,4694.0,6324.0,14433.0,0,1,1,0,-12,99922.0,82161.0,1.216173123501418
8602,240000.0,1,0,1,37,0,0,0,0,0,0,222976.0,227463.0,220804.0,217991.0,221981.0,214320.0,8494.0,7762.0,7176.0,7505.0,7273.0,7509.0,1,0,1,0,0,1325535.0,45719.0,28.99308821277806
15253,180000.0,2,1,1,31,-2,-2,-2,-2,-2,-2,384.0,0.0,0.0,0.0,503.0,2156.0,0.0,0.0,0.0,503.0,2343.0,1988.0,0,1,1,0,-12,3043.0,4834.0,0.6294993793959454
18694,50000.0,2,0,2,25,0,0,0,0,0,2,37014.0,36128.0,36317.0,37401.0,37177.0,37446.0,1900.0,2000.0,2000.0,2000.0,1000.0,1500.0,0,1,0,1,2,221483.0,10400.0,21.296442307692306
1145,100000.0,2,1,1,35,2,0,0,2,2,0,98845.0,95265.0,98571.0,99322.0,96661.0,95951.0,4600.0,8002.0,4003.0,2.0,4005.0,4000.0,0,1,1,0,6,584615.0,24612.0,23.753250446936455
29646,310000.0,1,1,1,34,0,0,0,0,0,0,89600.0,83373.0,80533.0,70343.0,58365.0,51454.0,3100.0,3604.0,2366.0,2018.0,2000.0,1700.0,1,0,1,0,0,433668.0,14788.0,29.325669461725724
5483,20000.0,2,1,1,27,0,0,-1,-1,-2,-2,7286.0,2160.0,780.0,0.0,0.0,0.0,1006.0,780.0,0.0,0.0,0.0,0.0,0,1,1,0,-6,10226.0,1786.0,5.725643896976484
2599,300000.0,2,1,1,34,-2,-2,-2,-2,-2,-2,9474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,-12,9474.0,0.0,62043.133333
5908,80000.0,1,1,2,39,2,0,0,0,0,0,76123.0,54669.0,28674.0,28240.0,28540.0,27934.0,2000.0,1500.0,1200.0,1300.0,1200.0,1200.0,1,0,0,1,2,244180.0,8400.0,29.06904761904762
26245,500000.0,2,0,1,37,0,0,0,0,0,0,501369.0,505753.0,395522.0,312315.0,265742.0,248866.0,17204.0,13173.0,10143.0,7519.0,8866.0,7154.0,0,1,1,0,0,2229567.0,64059.0,34.80489860909474
15391,150000.0,2,1,1,49,-1,-1,0,-1,-1,-1,4016.0,5115.0,3425.0,1334.0,2117.0,1098.0,5119.0,1002.0,1336.0,2119.0,1098.0,757.0,0,1,1,0,-5,17105.0,11431.0,1.4963695214766861
25986,130000.0,2,1,1,35,0,0,0,0,0,0,105976.0,108127.0,110356.0,111070.0,113441.0,115649.0,5400.0,5460.0,4033.0,4220.0,4199.0,4427.0,0,1,1,0,0,664619.0,27739.0,23.95973178557266
28503,140000.0,2,1,1,31,0,0,0,0,0,0,98250.0,100319.0,102231.0,95852.0,94005.0,93177.0,4600.0,4523.0,4300.0,3300.0,3400.0,3600.0,0,1,1,0,0,583834.0,23723.0,24.610462420435862
25658,290000.0,2,0,2,32,-2,-2,-2,-2,-2,-2,1485.0,299.0,0.0,0.0,440.0,0.0,299.0,0.0,0.0,440.0,0.0,0.0,0,1,0,1,-12,2224.0,739.0,3.009472259810555
6957,60000.0,2,0,2,28,1,-2,-2,-1,-1,0,0.0,0.0,0.0,619.0,39224.0,34881.0,0.0,0.0,619.0,39224.0,1500.0,1500.0,0,1,0,1,-5,74724.0,42843.0,1.744135564736363
17674,320000.0,2,1,2,35,-1,0,0,0,0,0,61687.0,59130.0,121486.0,22337.0,23358.0,13536.0,3500.0,3300.0,6000.0,5000.0,2000.0,3000.0,0,1,0,1,-1,301534.0,22800.0,13.22517543859649
20672,150000.0,1,1,2,32,0,0,0,0,0,0,146785.0,92750.0,73822.0,35706.0,28178.0,20782.0,3300.0,3114.0,2000.0,2000.0,2000.0,3700.0,1,0,0,1,0,398023.0,16114.0,24.700446816432915
26280,200000.0,2,1,1,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2865.0,0,1,1,0,-9,0.0,2865.0,0.0
27572,20000.0,1,1,1,52,-2,-2,-2,-2,-2,-2,990.0,2990.0,790.0,1590.0,2359.0,2780.0,2990.0,790.0,1590.0,2359.0,2780.0,1200.0,1,0,1,0,-12,11499.0,11709.0,0.9820650781450166
14641,230000.0,2,0,1,32,-2,-2,-2,-2,-2,-2,700.0,1428.0,600.0,0.0,0.0,0.0,1428.0,600.0,0.0,0.0,0.0,0.0,0,1,1,0,-12,2728.0,2028.0,1.3451676528599605
29388,280000.0,1,0,2,27,-1,-1,-1,-1,0,0,1284.0,842.0,1212.0,3244.0,2134.0,1270.0,846.0,1216.0,3249.0,4.0,6.0,3412.0,1,0,0,1,-4,9986.0,8733.0,1.1434787587312494
6361,140000.0,2,1,2,32,0,0,0,0,0,0,121508.0,99470.0,83330.0,57609.0,59526.0,31515.0,5000.0,4000.0,3000.0,3000.0,2500.0,0.0,0,1,0,1,0,452958.0,17500.0,25.883314285714285
3057,200000.0,1,2,2,36,-2,-2,-2,-2,-2,-2,5644.0,82620.0,14129.0,41359.0,9140.0,0.0,89187.0,14178.0,41359.0,9140.0,0.0,0.0,1,0,0,1,-12,152892.0,153864.0,0.9936827328029949
5357,500000.0,1,0,1,34,-1,-1,-1,-1,-1,-1,1895.0,1086.0,740.0,0.0,1868.0,1883.0,1086.0,740.0,0.0,1868.0,1883.0,621.0,1,0,1,0,-6,7472.0,6198.0,1.2055501774766053
20620,20000.0,1,1,2,32,0,0,-1,0,0,0,18472.0,19968.0,17199.0,18367.0,18130.0,18500.0,2000.0,17199.0,1600.0,363.0,370.0,1500.0,1,0,0,1,-1,110636.0,23032.0,4.803577631121917
25548,150000.0,2,2,2,39,0,0,0,0,0,-1,60115.0,48412.0,37033.0,25032.0,12500.0,12500.0,1662.0,1783.0,1282.0,250.0,12500.0,12500.0,0,1,0,1,-1,195592.0,29977.0,6.524735630650165
6551,50000.0,1,1,2,24,1,3,2,0,-1,-1,52935.0,50946.0,22740.0,2314.0,1823.0,18839.0,0.0,0.0,0.0,1823.0,18839.0,641.0,1,0,0,1,4,149597.0,21303.0,7.022344270759987
5927,60000.0,2,2,1,41,0,0,0,0,0,0,55773.0,55953.0,55562.0,55063.0,54819.0,55195.0,2627.0,2700.0,2500.0,2300.0,3000.0,2500.0,0,1,1,0,0,332365.0,15627.0,21.26863761438536
5510,330000.0,1,2,1,49,0,0,0,0,0,0,217148.0,218414.0,216225.0,181352.0,181172.0,179835.0,7849.0,7919.0,6198.0,6525.0,6523.0,6122.0,1,0,1,0,0,1194146.0,41136.0,29.029220147802413
6651,50000.0,2,1,1,36,0,0,0,0,0,0,47404.0,48786.0,49768.0,27838.0,84810.0,27785.0,2148.0,2130.0,1200.0,1012.0,2034.0,973.0,0,1,1,0,0,286391.0,9497.0,30.155943982310202
21361,230000.0,1,0,2,59,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,1715.0,0.0,0.0,0.0,0.0,1715.0,0.0,0.0,1,0,0,1,-7,1715.0,1715.0,1.0
15382,200000.0,2,0,2,30,0,0,0,0,0,0,59891.0,60537.0,61592.0,59786.0,58172.0,59175.0,3000.0,2800.0,3000.0,2100.0,2070.0,1800.0,0,1,0,1,0,359153.0,14770.0,24.316384563303995
8907,200000.0,1,1,1,49,-1,0,-1,0,-1,-1,8143.0,39869.0,38685.0,22125.0,17778.0,24354.0,39100.0,38759.0,102.0,17868.0,25125.0,35031.0,1,0,1,0,-4,150954.0,155985.0,0.9677468987402635
15611,10000.0,2,0,2,22,0,0,0,0,0,-2,9791.0,7052.0,6816.0,5210.0,0.0,0.0,1275.0,2500.0,1000.0,0.0,0.0,0.0,0,1,0,1,-2,28869.0,4775.0,6.0458638743455495
2218,110000.0,1,1,2,24,0,0,0,0,0,0,44737.0,39590.0,39457.0,39075.0,39307.0,39564.0,2103.0,2005.0,2006.0,3006.0,3010.0,2013.0,1,0,0,1,0,241730.0,14143.0,17.091847557095385
16243,360000.0,2,0,2,35,-2,-2,-2,-2,-2,-2,3555.0,2570.0,0.0,0.0,0.0,6920.0,2570.0,0.0,0.0,0.0,6920.0,0.0,0,1,0,1,-12,13045.0,9490.0,1.374604847207587
28776,120000.0,2,0,1,42,-1,-1,-1,-1,-1,-1,344.0,881.0,1778.0,1885.0,607.0,687.0,881.0,1781.0,1885.0,607.0,687.0,1203.0,0,1,1,0,-6,6182.0,7044.0,0.8776263486655309
10192,240000.0,2,0,1,33,-1,0,0,0,0,0,30973.0,32008.0,32889.0,33410.0,34327.0,34500.0,1537.0,1418.0,939.0,1193.0,690.0,0.0,0,1,1,0,-1,198107.0,5777.0,34.292366280076166
25689,500000.0,2,1,1,34,0,0,0,0,0,0,144774.0,130097.0,134810.0,145182.0,141062.0,135358.0,20053.0,19000.0,15000.0,10040.0,15000.0,20000.0,0,1,1,0,0,831283.0,99093.0,8.388917481557728
17978,370000.0,1,1,1,38,0,0,0,0,0,0,189567.0,183292.0,187344.0,192213.0,193602.0,196470.0,8000.0,8000.0,9000.0,7000.0,7000.0,6500.0,1,0,1,0,0,1142488.0,45500.0,25.109626373626373
7912,170000.0,2,1,1,49,2,2,0,0,0,0,164210.0,159883.0,126712.0,87369.0,76552.0,78277.0,0.0,6400.0,3600.0,3000.0,3000.0,3100.0,0,1,1,0,4,693003.0,19100.0,36.28287958115183
25874,60000.0,2,1,2,39,1,1,-2,-2,-2,-2,58574.0,-1540.0,-1930.0,-2320.0,-1220.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0,1,0,1,-6,51564.0,4000.0,12.891
4232,180000.0,2,1,1,49,-2,-1,-1,-2,-2,-1,106.0,3166.0,106.0,59.0,-47.0,347.0,3166.0,106.0,59.0,47.0,570.0,106.0,0,1,1,0,-9,3737.0,4054.0,0.9218056240749877
25365,30000.0,2,1,1,25,0,0,0,0,0,0,28848.0,27932.0,27474.0,28351.0,26389.0,26992.0,2000.0,1524.0,1401.0,917.0,1000.0,2000.0,0,1,1,0,0,165986.0,8842.0,18.772449672019906
2438,30000.0,1,1,2,24,2,0,0,0,2,2,25851.0,26912.0,27535.0,29175.0,28625.0,30383.0,1779.0,1402.0,2042.0,0.0,2192.0,0.0,1,0,0,1,6,168481.0,7415.0,22.72164531355361
14012,450000.0,1,2,1,36,-1,-1,-2,-2,-2,-2,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,-10,550.0,0.0,62043.133333
6408,90000.0,2,2,1,35,2,2,2,0,0,0,35077.0,37557.0,29355.0,20046.0,14905.0,15075.0,3407.0,56.0,603.0,553.0,430.0,133.0,0,1,1,0,6,152015.0,5182.0,29.335198764955617
18890,310000.0,2,1,1,30,0,0,0,0,0,0,296942.0,302778.0,299162.0,305251.0,262368.0,254340.0,12401.0,13000.0,13208.0,10000.0,9506.0,10002.0,0,1,1,0,0,1720841.0,68117.0,25.263018042485722
11444,130000.0,1,2,1,40,-1,0,-1,-1,-2,-2,3015.0,2620.0,1330.0,0.0,0.0,0.0,1000.0,1330.0,0.0,0.0,0.0,0.0,1,0,1,0,-7,6965.0,2330.0,2.9892703862660945
7235,30000.0,1,1,2,24,0,0,-2,-1,-1,-2,12800.0,0.0,0.0,90.0,-40.0,-3000.0,0.0,0.0,90.0,0.0,0.0,10400.0,1,0,0,1,-6,9850.0,10490.0,0.9389895138226882
10271,50000.0,1,1,2,46,2,2,0,0,0,0,49423.0,48332.0,46043.0,18759.0,19161.0,19516.0,10.0,2000.0,655.0,688.0,666.0,649.0,1,0,0,1,4,201234.0,4668.0,43.109254498714655
15298,320000.0,2,1,2,42,-1,-1,-1,-1,-1,0,2920.0,2610.0,9433.0,2490.0,2655.0,1070.0,2610.0,9439.0,2493.0,2655.0,0.0,5682.0,0,1,0,1,-5,21178.0,22879.0,0.9256523449451463
9562,100000.0,2,2,2,27,0,0,0,0,0,0,83587.0,85389.0,86981.0,81522.0,81171.0,79766.0,3151.0,3065.0,2892.0,2936.0,3000.0,3000.0,0,1,0,1,0,498416.0,18044.0,27.622256705830193
9754,80000.0,2,0,2,30,0,0,0,0,0,0,69533.0,71314.0,73027.0,74215.0,75865.0,77448.0,3500.0,3500.0,3000.0,3000.0,3000.0,3000.0,0,1,0,1,0,441402.0,19000.0,23.231684210526314
6445,120000.0,2,1,2,48,0,0,0,0,0,-1,116183.0,116394.0,113245.0,48888.0,40241.0,49923.0,5078.0,2657.0,978.0,805.0,52169.0,1600.0,0,1,0,1,-1,484874.0,63287.0,7.661510262771185
8444,10000.0,1,1,2,23,2,0,0,0,0,0,8638.0,8958.0,9414.0,9344.0,9545.0,9586.0,1294.0,1150.0,480.0,500.0,348.0,402.0,1,0,0,1,2,55485.0,4174.0,13.293004312410158
4781,290000.0,1,1,1,30,0,0,0,0,0,0,351890.0,254163.0,250180.0,236027.0,221443.0,198031.0,11000.0,8607.0,8000.0,8525.0,8476.0,10000.0,1,0,1,0,0,1511734.0,54608.0,27.68337972458248
17027,20000.0,2,1,2,25,0,0,0,0,0,0,18825.0,18545.0,18606.0,18904.0,19433.0,18902.0,1300.0,1613.0,1301.0,830.0,698.0,822.0,0,1,0,1,0,113215.0,6564.0,17.247867154174283
20312,50000.0,2,2,1,54,0,0,0,0,0,0,42326.0,43815.0,45156.0,46206.0,46968.0,47876.0,2200.0,2050.0,2100.0,1828.0,1815.0,3400.0,0,1,1,0,0,272347.0,13393.0,20.33502575972523
17538,180000.0,2,1,1,37,0,0,0,0,0,0,107337.0,48433.0,46325.0,47354.0,48323.0,49416.0,2000.0,1771.0,1800.0,1750.0,1893.0,2000.0,0,1,1,0,0,347188.0,11214.0,30.960228286070983
3160,390000.0,1,1,1,42,-1,-1,-1,-1,-1,-1,1565.0,1733.0,2472.0,2626.0,989.0,4647.0,1733.0,2492.0,2637.0,992.0,4667.0,277.0,1,0,1,0,-6,14032.0,12798.0,1.0964213158305984
26064,250000.0,2,0,2,29,0,0,0,0,0,0,98925.0,103213.0,87836.0,90577.0,65268.0,63019.0,9000.0,7000.0,9000.0,8000.0,8000.0,8000.0,0,1,0,1,0,508838.0,49000.0,10.384448979591836
1280,400000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,-200.0,-200.0,-200.0,746.0,3956.0,2500.0,0.0,0.0,946.0,3956.0,2500.0,0.0,0,1,0,1,-12,6602.0,7402.0,0.8919211024047554
11087,220000.0,2,1,1,35,0,0,0,0,0,-1,228754.0,227903.0,93311.0,67900.0,64150.0,6000.0,10626.0,3600.0,3100.0,4000.0,6000.0,0.0,0,1,1,0,-1,688018.0,27326.0,25.17814535607114
2673,30000.0,2,1,2,41,0,-1,-1,0,-1,2,1448.0,1261.0,630.0,240.0,690.0,150.0,1261.0,630.0,0.0,840.0,0.0,780.0,0,1,0,1,-1,4419.0,3511.0,1.2586157789803474
11097,250000.0,2,0,2,50,1,-2,-1,-1,-1,-1,0.0,0.0,138.0,946.0,377.0,0.0,0.0,138.0,946.0,377.0,0.0,0.0,0,1,0,1,-5,1461.0,1461.0,1.0
25700,50000.0,2,2,1,45,0,0,0,0,0,0,20080.0,18866.0,21549.0,26163.0,26684.0,27753.0,1317.0,3000.0,5000.0,956.0,1500.0,3000.0,0,1,1,0,0,141095.0,14773.0,9.550869830095444
20215,30000.0,2,1,1,52,2,2,2,0,0,0,7033.0,10431.0,10120.0,11145.0,11368.0,12186.0,3700.0,0.0,1200.0,408.0,1002.0,0.0,0,1,1,0,6,62283.0,6310.0,9.870522979397782
17328,150000.0,2,1,1,39,0,0,0,0,0,0,16878.0,7632.0,33019.0,31366.0,31709.0,42632.0,5000.0,30000.0,3000.0,5000.0,15000.0,6000.0,0,1,1,0,0,163236.0,64000.0,2.5505625
3840,50000.0,1,2,2,28,2,2,2,0,0,2,28129.0,29184.0,28421.0,28751.0,30685.0,30040.0,1800.0,0.0,1100.0,2400.0,0.0,1500.0,1,0,0,1,8,175210.0,6800.0,25.766176470588235
10846,500000.0,1,0,1,41,-1,-1,-1,-2,-1,-1,719.0,1550.0,-50.0,-50.0,10037.0,79.0,1558.0,0.0,0.0,10087.0,79.0,471.0,1,0,1,0,-7,12285.0,12195.0,1.007380073800738
8382,60000.0,1,1,1,46,-1,0,-1,0,0,0,3046.0,286.0,6466.0,6469.0,5364.0,3664.0,285.0,6466.0,3.0,5.0,10.0,15219.0,1,0,1,0,-2,25295.0,21988.0,1.1504002183008915
1342,200000.0,2,0,1,34,-2,-2,-2,-2,-2,-2,267.0,6794.0,10430.0,3576.0,2522.0,934.0,6817.0,10671.0,3576.0,2522.0,934.0,7764.0,0,1,1,0,-12,24523.0,32284.0,0.7596022797670673
9463,50000.0,1,1,1,36,2,2,2,2,0,0,49732.0,48658.0,51802.0,50737.0,48763.0,50908.0,0.0,4000.0,7.0,1900.0,3903.0,2.0,1,0,1,0,8,300600.0,9812.0,30.635955972278843
3133,80000.0,1,1,1,54,0,0,0,0,0,-1,105365.0,108702.0,108486.0,94119.0,18809.0,40619.0,5030.0,2698.0,2172.0,376.0,40619.0,25311.0,1,0,1,0,-1,476100.0,76206.0,6.247539563813873
23107,360000.0,2,1,2,35,0,0,0,0,0,0,35327.0,42032.0,35665.0,37071.0,38680.0,42352.0,10000.0,2453.0,5000.0,5000.0,10000.0,10017.0,0,1,0,1,0,231127.0,42470.0,5.442123852130916
1311,160000.0,1,1,1,31,3,2,0,0,0,0,26295.0,27074.0,28314.0,29341.0,31690.0,33993.0,1500.0,2000.0,1500.0,3000.0,3000.0,1500.0,1,0,1,0,5,176707.0,12500.0,14.13656
29686,50000.0,1,2,1,32,0,0,0,0,0,-1,47974.0,43680.0,22133.0,12882.0,8131.0,3983.0,3000.0,2871.0,1000.0,163.0,3983.0,3771.0,1,0,1,0,-1,138783.0,14788.0,9.38483905869624
20536,210000.0,1,1,2,29,0,0,0,0,0,0,62590.0,61942.0,118652.0,8757.0,8936.0,9118.0,3815.0,93575.0,1000.0,179.0,182.0,0.0,1,0,0,1,0,269995.0,98751.0,2.734098895201061
13698,500000.0,2,0,1,56,-1,-1,-1,-1,-1,-1,881.0,1035.0,29944.0,10528.0,17907.0,3147.0,1035.0,29944.0,10528.0,17907.0,3147.0,5011.0,0,1,1,0,-6,63442.0,67572.0,0.9388800094713787
19274,150000.0,2,1,2,32,0,0,0,0,0,0,32428.0,32136.0,28151.0,27697.0,18981.0,6155.0,2000.0,1650.0,1500.0,1004.0,500.0,1000.0,0,1,0,1,0,145548.0,7654.0,19.015939378102953
25945,260000.0,2,0,1,32,-2,-2,-2,-2,-2,-2,1009.0,2403.0,1880.0,0.0,1000.0,0.0,2403.0,1880.0,0.0,1000.0,0.0,189.0,0,1,1,0,-12,6292.0,5472.0,1.1498538011695907
29300,240000.0,1,1,2,26,0,0,0,0,0,0,24779.0,28630.0,29095.0,28883.0,28372.0,24033.0,5000.0,1700.0,1500.0,755.0,3000.0,120000.0,1,0,0,1,0,163792.0,131955.0,1.24127164563677
22907,240000.0,2,0,2,45,-2,-2,-2,-2,-2,-2,103344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73826.0,0,1,0,1,-12,103344.0,73826.0,1.399832037493566
19117,120000.0,2,2,1,28,0,0,0,0,0,0,93623.0,95472.0,93778.0,86416.0,53501.0,51931.0,3440.0,5017.0,5000.0,2000.0,1500.0,42800.0,0,1,1,0,0,474721.0,59757.0,7.944190638753619
2658,40000.0,2,1,1,25,0,0,0,0,2,2,40633.0,40311.0,39380.0,41389.0,40628.0,41389.0,4300.0,2000.0,2938.0,0.0,3700.0,0.0,0,1,1,0,4,243730.0,12938.0,18.838305765960737
